"id_marker";"date_time";"description";"latitude";"longitude";"statut";"type_marker_id";"user_id"
354;"";"Eglise Pentecôte Internationale de CI";5.3802566;-4.0975812;"1";1;0
355;"";"Eglise Assemblée de Dieu Annexe";5.3854384;-4.0983081;"1";1;0
356;"";"Eglise évangélique les Assemblées de Dieu";5.3899046;-4.0931636;"1";1;0
357;"";"Eglise évangélique les amis du Saint- Esprit";5.3869632;-4.0938999;"1";1;0
358;"";"Mission évangélisatique de délivrance pour le salut des âmes";5.3869792;-4.0948226;"1";1;0
359;"";"Eglise Baptiste Oeuvre et Mission";5.3853263;-4.0945798;"1";1;0
360;"";"Eglise Assemblée de Dieu de MICAO";5.3854037;-4.0959156;"1";1;0
361;"";"Numa Toulahi";5.3747041;-4.0024178;"1";1;0
362;"";"Eglise Eden";5.34289;-4.0629499;"1";1;0
363;"";"Salle de Témoin de Jéhovah";5.3425014;-4.0595904;"1";1;0
364;"";"Eglise Nazaréen";5.3673478;-4.0729914;"1";1;0
365;"";"Eglise Apostolique du Christ";5.3661414;-4.073906;"1";1;0
366;"";"Mosquée Zawiyate Sankara Moussa";5.3659538;-4.0807349;"1";1;0
367;"";"Communauté Catholique Mère Maria-Rosa Mystica";5.3643181;-4.081091;"1";1;0
368;"";"Eglise Chretienne Rachetée de Dieu";5.3748784;-4.002053;"1";1;0
369;"";"Eglise";5.372238;-4.0019273;"1";1;0
370;"";"Eglise Pentécote";5.3778122;-4.0041351;"1";1;0
371;"";"Eglise";5.3773552;-4.094097;"1";1;0
372;"";"Église Néo Apostolique";5.3457207;-4.0568767;"1";1;0
373;"";"Eglise Chrétienne Rachetée de Dieu";5.3748457;-4.0021522;"1";1;0
374;"";"Eglise du lion de la tribu de Juda";5.3779103;-4.0054309;"1";1;0
375;"";"La cellule resurrection et vie";5.373865;-4.0061152;"1";1;0
376;"";"MIJEM mission international Jesus en moi";5.3731286;-4.0034055;"1";1;0
377;"";"Temple God is God";5.3731386;-4.0059053;"1";1;0
378;"";"Eglise evangelique temple de l'eden";5.3731396;-4.0058096;"1";1;0
379;"";"Temple emmanuel";5.3731893;-4.0046058;"1";1;0
380;"";"Eglise Evangelique";5.3405085;-4.0766368;"1";1;0
381;"";"Eglise";5.3418638;-4.0786971;"1";1;0
382;"";"la mission évangelique Grâce de Vie";5.3763257;-4.0068964;"1";1;0
383;"";"Eglise";5.3503054;-4.0786736;"1";1;0
384;"";"Eglise apostolique du christ international";5.3745699;-4.0036834;"1";1;0
385;"";"Eglise Evangelique MEG SV";5.3458249;-4.0837933;"1";1;0
386;"";"Eglise CMC";5.3459331;-4.0839154;"1";1;0
387;"";"Eglise Evangelique Christ";5.3368992;-4.0685329;"1";1;0
388;"";"Eglise CEMO";5.3394483;-4.0976831;"1";1;0
389;"";"Eglise Evangélique la Saintété";5.3375301;-4.0952168;"1";1;0
390;"";"Eglise Baptiste Missionnaire temple Bethel";5.339493;-4.0961798;"1";1;0
391;"";"Mission évangélique la vision du Christ";5.3388961;-4.0970609;"1";1;0
392;"";"Mission évangélique centre flambeaux de miracle en CI";5.3368221;-4.094891;"1";1;0
393;"";"Mission prophétique aux âmes du salut";5.3367697;-4.0949426;"1";1;0
394;"";"Eglise des Assemblées de Dieu Yop Maroc";5.3369159;-4.0953342;"1";1;0
395;"";"Eglise Evangélique MEDRA";5.3324206;-4.0977482;"1";1;0
396;"";"Eglise la Shekina de Jésus- Christ";5.3344189;-4.1022335;"1";1;0
397;"";"Eglise UEESO- CI";5.3348529;-4.1017507;"1";1;0
398;"";"Mission pour l'évangélisation et la renouvellement de l'esprit";5.3332479;-4.099967;"1";1;0
399;"";"Eglise de la victoire temple Shalom";5.3328766;-4.0959759;"1";1;0
400;"";"Communauté Immaculé de Jésus";5.3324427;-4.0956098;"1";1;0
401;"";"Eglise Evangélique la Parole est Esprit et Vie";5.3764366;-4.0979554;"1";1;0
402;"";"Mosquée de Gesco";5.3667149;-4.0993414;"1";1;0
403;"";"Eglise Baptiste";5.3682831;-4.0989042;"1";1;0
404;"";"Eglise Parole Vivante";5.3725137;-4.0970434;"1";1;0
405;"";"Eglise Evangélique";5.3456493;-4.1057204;"1";1;0
406;"";"Eglise Evangélique";5.3475112;-4.1047481;"1";1;0
407;"";"Eglise MEARA";5.3439669;-4.0995506;"1";1;0
408;"";"Eglise évangélique Euphrata";5.343621;-4.097653;"1";1;0
409;"";"Eglise Béthanie Temple Peniel";5.3363063;-4.0685443;"1";1;0
410;"";"mission Fontaine du Christ";5.3388387;-4.0658674;"1";1;0
411;"";"Eglise Mission Elie Internationale";5.3371963;-4.0658078;"1";1;0
412;"";"Centre Evangelique Cité Salem";5.3405953;-4.0839878;"1";1;0
413;"";"Mission International De la Restauration Spirituelle";5.3415894;-4.0837122;"1";1;0
414;"";"Eglise MOD VIE";5.3494875;-4.0995272;"1";1;0
415;"";"Eglise mpvac";5.3528925;-4.1025835;"1";1;0
416;"";"Eglise mondial evangelico";5.3584578;-4.0956178;"1";1;0
417;"";"Eglise la maison de la benediction";5.356742;-4.0972647;"1";1;0
418;"";"Eglise EEPP";5.3573802;-4.0984918;"1";1;0
419;"";"Centre evangeliste international";5.3579744;-4.0998182;"1";1;0
420;"";"Eglisela";5.3512795;-4.1000971;"1";1;0
421;"";"Eglisela revelation de DIEU";5.3489588;-4.1021571;"1";1;0
422;"";"Eglise methodiste";5.3487331;-4.1025446;"1";1;0
423;"";"Eglise pentecôte";5.3483913;-4.1032541;"1";1;0
424;"";"Eglisse MIPP";5.3516373;-4.1028618;"1";1;0
425;"";"Eglise MIPJ";5.3533591;-4.1010218;"1";1;0
426;"";"Eglise MDR";5.3556998;-4.1009273;"1";1;0
427;"";"Eglise Vivante";5.3402278;-4.0630293;"1";1;0
428;"";"Eglise";5.3368198;-4.0809676;"1";1;0
429;"";"Eglise Protestante Evangelique unie de CI : EPEUCI";5.3736366;-4.1000542;"1";1;0
430;"";"Eglise Evangélique Rehoboth en Jesus Christ";5.3732107;-4.1003855;"1";1;0
431;"";"Chapelle Sainte Famille";5.3756368;-4.1012505;"1";1;0
432;"";"Mosquée Daris-Salame";5.3761415;-4.1008642;"1";1;0
433;"";"Ministère Prophétique de la Résurrection";5.3742275;-4.1001548;"1";1;0
434;"";"Eglise EGLOPA";5.3684974;-4.1019867;"1";1;0
435;"";"Eglise Pentecote";5.3371436;-4.0624825;"1";1;0
436;"";"Eglise Evangélique";5.3359224;-4.0992831;"1";1;0
437;"";"Eglise Pentecôte Internationale de CI";5.3397741;-4.0972218;"1";1;0
438;"";"Mission Internationale la délivrance et de la louange";5.3403569;-4.0992261;"1";1;0
439;"";"Eglise Evangélique mission des apôtres";5.3411231;-4.0999783;"1";1;0
440;"";"Eglise Evangélique les citoyens du Royaumes";5.3403489;-4.1001018;"1";1;0
441;"";"Eglise ECI";5.3353062;-4.1000441;"1";1;0
442;"";"Ministère de l'oeuvre de Jésus- Christ";5.3352341;-4.1004968;"1";1;0
443;"";"Eglise évangélique la Majestieuse";5.3350261;-4.1010872;"1";1;0
444;"";"Eglise Protestante Methodiste de Cote d'Ivoire";5.3398652;-4.0626853;"1";1;0
445;"";"Eglise CEDAM";5.3376116;-4.062976;"1";1;0
446;"";"El hadj Mory Doumbia";5.339227;-4.0635839;"1";1;0
447;"";"Eglise Evangélique des Assemblées de Dieu de CI";5.3710744;-4.108986;"1";1;0
448;"";"Eglise Evangélique la victoire Gesco";5.3651259;-4.0938891;"1";1;0
449;"";"Eglise La Miséricorde";5.3451359;-4.101056;"1";1;0
450;"";"Eglise Evangélique";5.370834;-4.1082101;"1";1;0
451;"";"Eglise Méthodique Emmanuel Gesco";5.3650351;-4.0943491;"1";1;0
452;"";"Eglise Evangelique";5.3431296;-4.101225;"1";1;0
453;"";"Mosquée Al-Mouya Hidine";5.3428953;-4.1033721;"1";1;0
454;"";"Mission Evangelique la Pierre Vivante";5.3422046;-4.103306;"1";1;0
455;"";"Ministère Evangelique le Refuge";5.3409845;-4.103808;"1";1;0
456;"";"Eglise Parole en Action";5.3462175;-4.1012518;"1";1;0
457;"";"Eglise du Christianisme Celeste";5.3462836;-4.1019351;"1";1;0
458;"";"Eglise MEDN";5.3461093;-4.102031;"1";1;0
459;"";"";5.3470256;-4.1032004;"1";1;0
460;"";"Eglise Protestante Evangelique CMA";5.3464598;-4.1033325;"1";1;0
461;"";"Cntre de Prière et de Délivrance La Restauration du Christ";5.3416475;-4.105537;"1";1;0
462;"";"Eglise Evangelique";5.3413871;-4.1060595;"1";1;0
463;"";"Eglise Christianiste Celeste";5.3468684;-4.0828646;"1";1;0
464;"";"Eglise Haris";5.3436364;-4.0816677;"1";1;0
465;"";"Mission Evangelique Feu et Action Pour Christ";5.3436471;-4.0818735;"1";1;0
466;"";"Eglise Evangelique";5.3282178;-4.0497145;"1";1;0
467;"";"Eglise Ambassade de JESUS";5.3398215;-4.0677597;"1";1;0
468;"";"Eglise Protestante Baptiste";5.3388287;-4.067735;"1";1;0
469;"";"Mission evangelique international de la nouvelle vie en jesuschrist";5.3569423;-4.097775;"1";1;0
470;"";"Egliseevangelique fondation miracle";5.3570998;-4.0995815;"1";1;0
471;"";"Eglise Evangelique";5.3361308;-4.0759492;"1";1;0
472;"";"Eglise Evangelique";5.336753;-4.075968;"1";1;0
473;"";"Eglise Foresquare";5.3592589;-4.0695756;"1";1;0
474;"";"Eglise Evangelique";5.3420481;-4.0963943;"1";1;0
475;"";"Eglise Pentecôtiste de Jésus Christ";5.3436778;-4.0953825;"1";1;0
476;"";"Mosquée Aboubakar Sidick";5.3443541;-4.0945322;"1";1;0
477;"";"Mosquée Hamza";5.347028;-4.0946271;"1";1;0
478;"";"Eglise des Saints des Derniers Jours";5.3401807;-4.0962991;"1";1;0
479;"";"Mission International d'Evangelisation en Cote d'Ivoire";5.3581881;-4.0664776;"1";1;0
480;"";"Église du Christ de Yopougon Gare";5.3572187;-4.0647483;"1";1;0
481;"";"Mission Pentecôtiste Internationale";5.3369893;-4.0718407;"1";1;0
482;"";"Eglise Evangeélique Pour l'Evangélisation des Nations";5.3424493;-4.1095291;"1";1;0
483;"";"LMosquée firdaussoul islam";5.3429621;-4.108939;"1";1;0
484;"";"";5.3435242;-4.111009;"1";1;0
485;"";"Eglise des Vainqueurs";5.3384822;-4.1121771;"1";1;0
486;"";"Eglise Ambassade des Vainceurs Bénédiction";5.3389055;-4.0718494;"1";1;0
487;"";"";5.353042;-4.0892871;"1";1;0
488;"";"Eglise";5.34473;-4.096338;"1";1;0
489;"";"Eglise Evangelique Christ Ressuscité";5.3382519;-4.0718722;"1";1;0
490;"";"Eglise Evangelique Mission International du Temple de la Grace";5.3391004;-4.0695984;"1";1;0
491;"";"Mission Evangelique Internationale la Gloire de Dieu";5.3562546;-4.0987644;"1";1;0
492;"";"Eglise Silo";5.3455181;-4.0989823;"1";1;0
493;"";"Eglise";5.344748;-4.0989149;"1";1;0
494;"";"Eglise Apostolique";5.3652234;-4.0957855;"1";1;0
495;"";"Eglise Mission Evangelique Christ Revient";5.3624248;-4.0990658;"1";1;0
496;"";"Eglise Protestante Oeuvre et Mission";5.362587;-4.0991;"1";1;0
497;"";"Eglise pentecôte internationale de CI";5.3536495;-4.1017111;"1";1;0
498;"";"Eglise MPPE";5.3536983;-4.1005082;"1";1;0
499;"";"Eglise vie nouvelle international";5.3517808;-4.1015334;"1";1;0
500;"";"Eglise MIRM";5.3523477;-4.1016944;"1";1;0
501;"";"Eglise";5.3541623;-4.1000817;"1";1;0
502;"";"Eglise de l'armé royale";5.3578422;-4.0965982;"1";1;0
503;"";"Eglise Aime Ton Prochain";5.3411675;-4.0977314;"1";1;0
504;"";"Mosquée Du Maroc";5.3403816;-4.097596;"1";1;0
505;"";"Eglise Méthodique Gesco";5.367034;-4.0953684;"1";1;0
506;"";"Centre Apostolique evangélique mondial";5.3652354;-4.0958485;"1";1;0
507;"";"Eglise Evangelique de Sion et de la Délivrance";5.3371796;-4.0642414;"1";1;0
508;"";"Eglise Pentecote";5.3369847;-4.0651499;"1";1;0
509;"";"Eglise MIEFAC";5.3380128;-4.0642192;"1";1;0
510;"";"Eglise Michel Vako";5.3459911;-4.0989055;"1";1;0
511;"";"Eglise le ministère de la nouvelle allaiance";5.3494855;-4.0942781;"1";1;0
512;"";"Eglise le ministère de la nouvelle allaiance";5.3564796;-4.089202;"1";1;0
513;"";"Mosquée raddja";5.3505825;-4.0941795;"1";1;0
514;"";"Mission Evangelique des Elus de Dieu";5.3361928;-4.0653806;"1";1;0
515;"";"Eglise Evangelique";5.346367;-4.1050491;"1";1;0
516;"";"Église Protestante Baptiste Œuvres et Mission - Grand Bassam";5.208413;-3.7324227;"1";1;0
517;"";"Paroisse Saint Pierre de Koumassi";5.2837624;-3.947462;"1";1;0
518;"";"Eglie Methodiste Rehoboth de Zoé Bruno";5.2825645;-3.94561;"1";1;0
519;"";"Mosquée Tarnagda";5.2827808;-3.9460632;"1";1;0
520;"";"Mosquée Taqwa Marahoué";5.4422442;-4.0481018;"1";1;0
521;"";"Eglise Meida";5.3345591;-4.0960577;"1";1;0
522;"";"Mission Prophétique du Christ";5.3345277;-4.0977562;"1";1;0
523;"";"Mosquée TAKWA";5.2879736;-3.9501831;"1";1;0
524;"";"Eglise Mission Evangelique";5.2888529;-3.9498438;"1";1;0
525;"";"Mosquée Rahman";5.2902217;-3.94931;"1";1;0
526;"";"Eglise Evangélique de Réveil International";5.4376963;-4.0464556;"1";1;0
527;"";"Mission Evangélique Péniel";5.4386893;-4.0477478;"1";1;0
528;"";"Eglise Evangélique de Réveil International";5.4407887;-4.0488334;"1";1;0
529;"";"Eglise Baptiste Vie Nouvelle";5.4376446;-4.0414613;"1";1;0
530;"";"Eglise Evangélique";5.4372861;-4.0394051;"1";1;0
531;"";"Eglise ministère des moissonneurs";5.4402623;-4.0606956;"1";1;0
532;"";"Mosquée Aminata";5.4402019;-4.0618247;"1";1;0
533;"";"Mosquée vod-ci";5.4399235;-4.0637404;"1";1;0
534;"";"Mosquée Sabil Nadjah";5.4407339;-4.0656307;"1";1;0
535;"";"Eglise des témoins de Jéhovah";5.4426117;-4.0659506;"1";1;0
536;"";"église évangélique foi et mission de Côte d'Ivoire";5.4417299;-4.0684531;"1";1;0
537;"";"Eglise de Pentecôte internationnal de Côte d'Ivoire";5.4424635;-4.0685047;"1";1;0
538;"";"Mission Evangélique la Flamme de Christ";5.2814801;-3.9478979;"1";1;0
539;"";"Mosquée Bilal";5.4423467;-4.0582936;"1";1;0
540;"";"Eglise Baptiste Missionnaire";5.2981545;-3.9544753;"1";1;0
541;"";"Eglise MIDE J.C";5.4370698;-4.0556006;"1";1;0
542;"";"Mosquée Sekou Diarrassouba";5.4362855;-4.0560043;"1";1;0
543;"";"Eglise Méthodiste Unie-CI";5.4360412;-4.0452433;"1";1;0
544;"";"Paroisse St Mathieu Anonkoua";5.4348195;-4.045938;"1";1;0
545;"";"Mission Internationnale de Victoire";5.2966182;-3.9526333;"1";1;0
546;"";"Mission Evangélique Thé Corner Stone";5.2820143;-3.950741;"1";1;0
547;"";"Eglise du Christ d'Abobo";5.4437512;-4.0523002;"1";1;0
548;"";"Eglise évangélique Nouvelle Jérusalem";5.4423694;-4.051128;"1";1;0
549;"";"Eglise évangélique Philadelphie";5.4423093;-4.0497909;"1";1;0
550;"";"Eglise du Christ Mission Harris";5.4421701;-4.0518475;"1";1;0
551;"";"Eglise Baptiste Fondamentale De La Victoire";5.4433019;-4.0509295;"1";1;0
552;"";"Eglise Evangélique La Nouvelle Jérusalem En Jésus-Christ";5.442371;-4.0511046;"1";1;0
553;"";"Eglise Biblique De La Vie Profonde";5.4426077;-4.0501457;"1";1;0
554;"";"Eglise Harris";5.4421337;-4.051877;"1";1;0
555;"";"Mosquée Anonkoua II Masjid Takiwa I";5.438949;-4.0517195;"1";1;0
556;"";"Eglise Assemblée de Dieu";5.4387193;-4.0505621;"1";1;0
557;"";"Grande Mosquée Coopération Turquie Ankara";5.431542;-4.0583083;"1";1;0
558;"";"Eglise";5.4317943;-4.0566936;"1";1;0
559;"";"Mosquée Sakina";5.4333189;-4.0562061;"1";1;0
560;"";"Eglise évangélique la réconciliation";5.4360385;-4.0548952;"1";1;0
561;"";"Mosquée Aboubaker";5.430054;-4.0582681;"1";1;0
562;"";"Eglise";5.4331147;-4.0648462;"1";1;0
563;"";"Eglise";5.4338824;-4.0611501;"1";1;0
564;"";"Eglise Du Christ De Côte D'Ivoire";5.4339668;-4.0646564;"1";1;0
565;"";"Eglise Evangélique";5.4269553;-4.058024;"1";1;0
566;"";"Eglise Temple De La Foi";5.4279759;-4.0616101;"1";1;0
567;"";"Eglise Des Assemblé De Dieu";5.4281295;-4.0614572;"1";1;0
568;"";"Eglise évangélique temple le Jourdan";5.4380532;-4.0529459;"1";1;0
569;"";"Eglises de Pentécote Internationale de Cote d'Ivoire";5.2979756;-3.9512238;"1";1;0
570;"";"Mosquée Adja Sylla";5.4274446;-4.0648462;"1";1;0
571;"";"Eglise Dema";5.4280954;-4.0644881;"1";1;0
572;"";"Eglise Du Christianisme Celeste";5.4358069;-4.0382367;"1";1;0
573;"";"Mission Evangélique La Maison De la Grâce";5.4344991;-4.0345557;"1";1;0
574;"";"Fédération Des Eglises Adventistes Du 7ème Jour En Côte d'Ivoire";5.433096;-4.0339042;"1";1;0
575;"";"Mission Action Evangélique Pour Le Salut Des Ames";5.4333623;-4.0333068;"1";1;0
576;"";"Mosquée Hamza";5.2993457;-3.9683645;"1";1;0
577;"";"Eglise Evangélique les Amis de Jésus";5.2992916;-3.9684872;"1";1;0
578;"";"Mission Evangélique de Restauration Par l'Esprit Saint";5.3006497;-3.9680744;"1";1;0
579;"";"Mission Evangélique El Bethel";5.300397;-3.9687621;"1";1;0
580;"";"Eglise Assemblée des Aigles";5.3004627;-3.9690048;"1";1;0
581;"";"Mosquée Rachide";5.3035875;-3.9685556;"1";1;0
582;"";"Eglise";5.4322382;-4.0346492;"1";1;0
583;"";"Témoin De Jéhovah";5.4317516;-4.0349892;"1";1;0
584;"";"Mission International Rebatir Les Murailles";5.4315974;-4.0348115;"1";1;0
585;"";"Eglise CIESAM";5.4310293;-4.0340403;"1";1;0
586;"";"Eglise MIDAS";5.4295827;-4.0334348;"1";1;0
587;"";"Eglise Méthodiste Unie d'Anonkoua Kouté";5.4295233;-4.035594;"1";1;0
588;"";"Eglise Evangélique";5.4324458;-4.0372033;"1";1;0
589;"";"Mission Evangélique La Gloire de Jésus-Christ CI";5.4338323;-4.037371;"1";1;0
590;"";"Eglise évangélique UEESO";5.4316127;-4.0354203;"1";1;0
591;"";"Eglise Evangélique";5.4349197;-4.0398936;"1";1;0
592;"";"Eglise Evangélique le Mont des Oliviers";5.2967097;-3.9675591;"1";1;0
593;"";"Eglise Mission UCAE-CI";5.3036189;-3.9674539;"1";1;0
594;"";"Mosquée Iklas Kocthe";5.4292256;-4.0511153;"1";1;0
595;"";"Eglise Le Seigneur Est Mon Berger";5.4289532;-4.0506016;"1";1;0
596;"";"Maison Des Prêtes";5.4338904;-4.046689;"1";1;0
597;"";"Eglise Evangélique Des Assemblées De Dieu d'Anonkoua 3 Vallon";5.4263898;-4.0390608;"1";1;0
598;"";"Eglise MEPCI Camp Peniel";5.427783;-4.0383165;"1";1;0
599;"";"Eglise African Faith Tabernacle";5.4280621;-4.0388623;"1";1;0
600;"";"Temple Jérusalem";5.4260804;-4.0344698;"1";1;0
601;"";"Eglis évangélique des unis en Christ";5.4302162;-4.0342905;"1";1;0
602;"";"Eglise Mission internationale tutelle pentecôte";5.4296528;-4.0306292;"1";1;0
603;"";"Eglise MDGJJ";5.4283097;-4.0277848;"1";1;0
604;"";"Ministère Christ Est La Solution";5.4266535;-4.0283564;"1";1;0
605;"";"Eglise Temple De La Parole Du christ";5.4245908;-4.0514841;"1";1;0
606;"";"Mission Prophetique De Dieu MPPD";5.4273137;-4.0504119;"1";1;0
607;"";"Mosquée Nigériane";5.4277396;-4.0498761;"1";1;0
608;"";"Mosquée Hiziboulaye";5.4281542;-4.0242724;"1";1;0
609;"";"Eglise Evangélique Des Assemblées De Dieu";5.4214353;-4.0532483;"1";1;0
610;"";"Eglise Evangélique De Réveil International de CI";5.4235034;-4.0505668;"1";1;0
611;"";"Chapelle Saint Kisito";5.4218745;-4.0481535;"1";1;0
612;"";"Eglise Evangélique";5.4198886;-4.0441771;"1";1;0
613;"";"Eglise";5.4221242;-4.0466742;"1";1;0
614;"";"Mosquée La Barakate";5.4225294;-4.0489615;"1";1;0
615;"";"Eglise Evangélique";5.4271949;-4.0575694;"1";1;0
616;"";"Eglise Evangélique";5.4287112;-4.0497001;"1";1;0
617;"";"Eglise Evangélique Internationale Jésus Guérit";5.4297035;-4.0400612;"1";1;0
618;"";"Mission Evangélique Actions et Grâces Divines";5.4286395;-4.0404461;"1";1;0
619;"";"Mission Biblique Fondamentale";5.4285377;-4.0387148;"1";1;0
620;"";"Mosquée Tour Sinine";5.3009775;-3.9669959;"1";1;0
621;"";"Église Évangélique";5.3019543;-3.967016;"1";1;0
622;"";"Mosquée de la Miséricorde de Koumassi Remblais";5.2979355;-3.9668537;"1";1;0
623;"";"Eglise Universelle";5.4494912;-4.0521969;"1";1;0
624;"";"Mosquée Bilal";5.4533254;-4.0578838;"1";1;0
625;"";"Eglise évangélique le réveil international";5.428494;-4.0323029;"1";1;0
626;"";"Eglise Bon Berger International";5.3024778;-3.9636639;"1";1;0
627;"";"Eglise Ministère Spirituel des Soldats de Dieu de Côte d'Ivoire";5.3022294;-3.9636411;"1";1;0
628;"";"Mosquée Toure Nadjah";5.3013066;-3.963383;"1";1;0
629;"";"Eglise du Plein Evangile";5.3022875;-3.9641681;"1";1;0
630;"";"Mosquée Traoré Adja";5.4322742;-4.0772668;"1";1;0
631;"";"Mosquée El Alassane";5.4300373;-4.0765339;"1";1;0
632;"";"Christianisme céleste";5.2991981;-3.9483766;"1";1;0
633;"";"Mosquée Lacina Kone";5.4330212;-4.0779756;"1";1;0
634;"";"Eglise Evangélique Primitive";5.432318;-4.0588397;"1";1;0
635;"";"Eglise Evangélique de Révélation";5.4495279;-4.0567969;"1";1;0
636;"";"Eglise apostolique du Christ";5.296068;-3.9494294;"1";1;0
637;"";"Eglise MEDFA";5.4496548;-4.0623759;"1";1;0
638;"";"Eglise La Porte des Cieux";5.4512481;-4.0567305;"1";1;0
639;"";"Eglise La Foi Apostolique";5.4526779;-4.0608812;"1";1;0
640;"";"Eglise Mission Evangélique";5.4527287;-4.0633193;"1";1;0
641;"";"Eglise Pentecôte de CI";5.4460001;-4.0535776;"1";1;0
642;"";"Eglise de Pentecôte de CI";5.44697;-4.0512729;"1";1;0
643;"";"Mosquée Haidara";5.4243518;-4.024609;"1";1;0
644;"";"Eglise parole de vie";5.2882246;-3.9503333;"1";1;0
645;"";"Mission Evangelique Le Jourdain";5.301212;-3.9483466;"1";1;0
646;"";"Centrale de Restauration du CHRIST";5.3037836;-3.9456806;"1";1;0
647;"";"Eglise Evangélique MIDEB";5.4450008;-4.0544392;"1";1;0
648;"";"Eglise De La Mission Evangelique";5.438248;-4.0706585;"1";1;0
649;"";"Eglise Jesus Christ";5.4380738;-4.0697285;"1";1;0
650;"";"Mosquée Konaté";5.4367134;-4.0697687;"1";1;0
651;"";"Eglise Pentecote";5.428755;-4.0799936;"1";1;0
652;"";"Mission evangelique SINAI";5.2996231;-3.9517679;"1";1;0
653;"";"Eglise Evangélique des Assemblées de Dieu Abobo PK 18";5.4458832;-4.0556677;"1";1;0
654;"";"Mission evangelique La Delivrance";5.3015277;-3.9545712;"1";1;0
655;"";"Ministere de la delivrance spirituelle";5.3005754;-3.9551946;"1";1;0
656;"";"Mosquée Tawfike";5.3019493;-3.9598732;"1";1;0
657;"";"Temoin de Jehovah";5.2980417;-3.95953;"1";1;0
658;"";"Groupe Scolaire Baradji";5.2977826;-3.9592342;"1";1;0
659;"";"Mosquée Zawia Baradji";5.2974795;-3.9593013;"1";1;0
660;"";"Eglise assemblée de Dieu Aziel";5.433646;-4.0295939;"1";1;0
661;"";"Eglise Mission de voix de l'evangile Mve Béthel";5.4321548;-4.0271571;"1";1;0
662;"";"Eglise MIEBC";5.4307783;-4.0260132;"1";1;0
663;"";"Eglise Evangélique EEMA";5.4313297;-4.026559;"1";1;0
664;"";"Eglise evangelique";5.2957408;-3.9575706;"1";1;0
665;"";"Eglise Evangélique";5.4467163;-4.0642025;"1";1;0
666;"";"Mosquée Nour";5.440511;-4.0725408;"1";1;0
667;"";"Mosquée Nabil";5.4427746;-4.0715497;"1";1;0
668;"";"Eglise Evangelique Mission Pour Chris";5.4388929;-4.0698693;"1";1;0
669;"";"Mission Dehima en CI Paroisse Lulu Jacques";5.4459116;-4.0636858;"1";1;0
670;"";"Mosquéu NOUROULOUDHA";5.2959512;-3.9591923;"1";1;0
671;"";"Eglise de Dieu";5.301757;-3.9561185;"1";1;0
672;"";"Eglise Evangélique la Race des Vainquers";5.3018742;-3.9558318;"1";1;0
673;"";"Mission Evangelique MEARD";5.3003719;-3.9554255;"1";1;0
674;"";"Centre Evangelisation Polyvalent";5.4466516;-4.0795068;"1";1;0
675;"";"Eglise Methodiste Unie de CI";5.4462017;-4.0784202;"1";1;0
676;"";"Ministère de la vie chrétienne profonde";5.2961853;-3.9588597;"1";1;0
677;"";"Eglise Pentecôtiste International en CI Temple La Grâce";5.444109;-4.0625891;"1";1;0
678;"";"Communauté Evangélique du Christ La Semence";5.4445535;-4.062003;"1";1;0
679;"";"Eglise Evangélique Ministère de la Délivrance par le Feu de Jésus Christ";5.4442518;-4.061535;"1";1;0
680;"";"église";5.4444107;-4.0448899;"1";1;0
681;"";"église mission de la grâce";5.4460341;-4.0473153;"1";1;0
682;"";"Mosquée Souleymane";5.4437992;-4.0641213;"1";1;0
683;"";"Grande Mosquée";5.3044595;-3.9583196;"1";1;0
684;"";"Eglise Evangélique ""Temple Bethshaida""""""";5.3046324;-3.9587635;"1";1;0
685;"";"Mosquée Al Moudjahidinesl";5.3046044;-3.9590619;"1";1;0
686;"";"Mosquée dAhl-Baldr";5.3033378;-3.9589278;"1";1;0
687;"";"Eglise Christianisme Céleste Ebenezer";5.3031568;-3.9586327;"1";1;0
688;"";"Eglise Evangelique (Ministère Evangelique d'Adoration Iternational)";5.3015864;-3.9584564;"1";1;0
689;"";"Mosquée El Hadj Seydou Sana";5.3011898;-3.9585127;"1";1;0
690;"";"Eglise Protestante Baptiste Oeuvre et Mission Internationale";5.3005522;-3.9586897;"1";1;0
691;"";"Sacerdoce Royal - Prophète Zady";5.3475171;-4.0797017;"1";1;0
692;"";"Eglise Evangelique";5.2843713;-3.9493865;"1";1;0
693;"";"Mission Mondiale de Jésus Christ";5.3025946;-3.9642476;"1";1;0
694;"";"Eglise Medra";5.3004908;-3.952475;"1";1;0
695;"";"Eglise Evangelique Chambre Haute";5.2999917;-3.951434;"1";1;0
696;"";"Zawya Rasrou Dine";5.3055877;-3.9545189;"1";1;0
697;"";"Eglise Evangelique Protestante";5.3013237;-3.9534859;"1";1;0
698;"";"Shilo";5.3011391;-3.9500222;"1";1;0
699;"";"Paroisse Notre Dame de lAssomption de prodomo";5.3007018;-3.9488474;"1";1;0
700;"";"Eglise MIEDA";5.3007792;-3.9483733;"1";1;0
701;"";"Paroisse Saint Jacob";5.4439407;-4.0802173;"1";1;0
702;"";"Mosquée Houda";5.4408701;-4.0763904;"1";1;0
703;"";"Centrede Prière Bethzata";5.4397994;-4.0769906;"1";1;0
704;"";"Eglise Evangelique Assemblées de Dieu";5.4380758;-4.0774083;"1";1;0
705;"";"Eglise Evangelique Reveil Des Nations";5.4333216;-4.0326557;"1";1;0
